MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.025	0.05	-0.025	0.05
0.1	-0.02	0	-0.02	0
0.2	-0.02	0	-0.02	0
0.3	-0.02	0	-0.02	0
0.4	-0.02	0	-0.02	0
0.5	-0.02	0	-0.02	0
0.6	-0.02	0.05	-0.02	0.05
0.7	-0.015	0.25	-0.015	0.25
0.8	-0.02	0.45	-0.02	0.45
0.9	-0.02	0.65	-0.02	0.65
1	-0.02	0.8	-0.02	0.8
1.1	-0.02	1	-0.02	1
1.2	-0.02	1.2	-0.02	1.2
1.3	-0.015	1.4	-0.015	1.4
1.4	-0.02	1.6	-0.02	1.6
1.5	-0.02	1.8	-0.02	1.8
1.6	-0.02	2	-0.02	2
1.7	-0.02	2.15	-0.02	2.15
1.8	-0.015	2.35	-0.015	2.35
1.9	-0.02	2.55	-0.02	2.55
2	-0.02	2.75	-0.02	2.75
2.1	-0.02	2.9	-0.02	2.9
2.2	-0.02	3.1	-0.02	3.1
2.3	-0.02	3.3	-0.02	3.3
2.4	-0.02	3.5	-0.02	3.5
2.5	-0.02	3.7	-0.02	3.7
2.6	-0.015	3.9	-0.015	3.9
2.7	-0.02	4.1	-0.02	4.1
2.8	-0.015	4.25	-0.015	4.25
2.9	-0.02	4.45	-0.02	4.45
3	-0.015	4.65	-0.015	4.65
3.1	-0.02	4.85	-0.02	4.85
3.2	-0.015	5	-0.015	5
3.3	-0.015	5.2	-0.015	5.2
3.4	-0.01	5.4	-0.01	5.4
3.5	-0.015	5.6	-0.015	5.6
3.6	-0.005	5.8	-0.005	5.8
3.7	0	5.95	0	5.95
3.8	0.005	6.15	0.005	6.15
3.9	0.005	6.35	0.005	6.35
4	0.02	6.55	0.02	6.55
4.1	0.025	6.75	0.025	6.75
4.2	0.035	6.9	0.035	6.9
4.3	0.035	7.1	0.035	7.1
4.4	0.04	7.3	0.04	7.3
4.5	0.035	7.5	0.035	7.5
4.6	0.04	7.7	0.04	7.7
4.7	0.035	7.9	0.035	7.9
4.8	0.035	8.05	0.035	8.05
4.9	0.03	8.25	0.03	8.25
5	0.03	8.45	0.03	8.45
5.1	0.02	8.6	0.02	8.6
