&a / °	I1 / %
-0.733	13.6
-0.738	13.2
-0.743	12.8
-0.749	12.4
-0.754	12.4
-0.759	12.4
-0.765	12.0
-0.770	12.0
-0.775	12.0
-0.781	12.0
-0.786	12.4
-0.791	12.8
-0.797	12.8
-0.802	13.2
-0.807	13.6
-0.813	14.0
-0.818	14.8
-0.823	15.6
-0.829	16.4
-0.834	17.2
-0.840	18.4
-0.845	19.6
-0.850	20.8
-0.856	22.0
-0.861	23.6
-0.866	25.2
-0.872	27.2
-0.877	28.8
-0.882	30.4
-0.888	32.0
-0.893	33.6
-0.898	34.8
-0.904	36.0
-0.909	37.2
-0.914	38.0
-0.920	38.8
-0.925	39.2
-0.930	39.6
-0.936	40.4
-0.941	40.8
-0.946	41.6
-0.952	42.4
-0.957	43.6
-0.962	44.4
-0.968	45.2
-0.973	46.0
-0.979	46.4
-0.984	47.2
-0.989	48.4
-0.995	49.2
-1.000	49.6
-1.005	49.6
-1.011	49.2
-1.016	48.8
-1.021	48.4
-1.027	47.6
-1.032	46.8
-1.037	45.6
-1.043	44.4
-1.048	42.8
-1.053	41.2
-1.059	39.2
-1.064	37.6
-1.069	36.0
-1.075	34.4
-1.080	33.2
-1.085	32.0
-1.091	31.2
-1.096	30.0
-1.101	29.2
-1.107	27.6
-1.112	26.0
-1.118	24.4
-1.123	22.8
-1.128	21.2
-1.134	19.2
-1.139	17.6
-1.144	15.6
-1.150	14.0
-1.155	13.2
-1.160	12.8
-1.166	12.4
-1.171	12.4
-1.176	12.0
-1.182	12.4
-1.187	12.4
-1.192	12.8
-1.198	13.2
-1.203	14.0
-1.208	14.8
-1.214	16.0
-1.219	17.2
-1.224	18.8
-1.230	20.4
-1.235	22.4
-1.240	24.4
-1.246	26.8
-1.251	28.8
-1.256	31.2
-1.262	33.2
-1.267	35.2
-1.273	36.4
-1.278	38.0
-1.283	39.2
-1.289	40.8
-1.294	41.6
-1.299	42.8
-1.305	43.6
-1.310	44.4
-1.315	45.2
-1.321	46.0
-1.326	46.4
-1.331	46.8
-1.337	47.2
-1.342	47.6
-1.347	47.6
-1.353	47.2
-1.358	46.4
-1.363	45.6
-1.369	44.0
-1.374	41.6
-1.379	39.2
-1.385	36.8
-1.390	34.8
-1.395	33.2
-1.401	32.0
-1.406	30.8
-1.411	29.6
-1.417	28.0
-1.422	26.0
-1.428	24.0
-1.433	22.0
-1.438	20.0
-1.444	18.0
-1.449	16.0
-1.454	14.4
-1.460	13.6
-1.465	12.8
-1.470	12.8
-1.476	12.8
-1.481	12.8
-1.486	13.2
-1.492	14.0
-1.497	14.8
-1.502	16.0
-1.508	17.6
-1.513	19.6
-1.518	21.6
-1.524	24.0
-1.529	26.4
-1.534	29.2
-1.540	32.0
-1.545	34.0
-1.550	36.0
-1.556	37.6
-1.561	38.8
-1.566	40.4
-1.572	41.6
-1.577	42.8
-1.582	43.6
-1.588	44.4
-1.593	45.6
-1.599	46.4
-1.604	46.8
-1.609	47.2
-1.615	46.8
-1.620	46.0
-1.625	45.2
-1.631	43.2
-1.636	40.8
-1.641	38.0
-1.647	35.2
-1.652	33.2
-1.657	31.6
-1.663	30.0
-1.668	28.4
-1.673	26.8
-1.679	24.8
-1.684	22.8
-1.689	20.4
-1.695	17.6
-1.700	15.6
-1.705	14.4
-1.711	13.2
-1.716	12.8
-1.721	12.8
-1.727	13.2
-1.732	14.0
-1.737	14.8
-1.743	16.4
-1.748	18.4
-1.753	20.4
-1.759	22.8
-1.764	25.2
-1.769	28.0
-1.775	30.8
-1.780	33.2
-1.786	36.0
-1.791	38.4
-1.796	40.4
-1.802	42.0
-1.807	43.2
-1.812	44.0
-1.818	44.4
-1.823	45.2
-1.828	46.4
-1.834	47.2
-1.839	47.6
-1.844	47.6
-1.850	46.0
-1.855	43.6
-1.860	40.4
-1.866	37.6
-1.871	34.8
-1.876	32.8
-1.882	30.8
-1.887	29.2
-1.892	26.8
-1.898	24.4
-1.903	21.6
-1.908	18.8
-1.914	16.4
-1.919	14.4
-1.924	13.2
-1.930	12.8
-1.935	12.8
-1.940	13.2
-1.946	14.0
-1.951	15.2
-1.956	17.2
-1.962	19.6
-1.967	22.4
-1.972	25.6
-1.978	28.8
-1.983	32.0
-1.989	34.8
-1.994	37.6
-1.999	39.6
-2.005	41.2
-2.010	42.4
-2.015	42.8
-2.021	43.6
-2.026	44.4
-2.031	45.2
-2.037	45.6
-2.042	45.2
-2.047	44.4
-2.053	42.0
-2.058	38.8
-2.063	36.0
-2.069	33.6
-2.074	31.6
-2.079	30.0
-2.085	28.0
-2.090	25.6
-2.095	22.4
-2.101	19.2
-2.106	16.4
-2.111	14.8
-2.117	13.6
-2.122	13.2
-2.127	12.8
-2.133	13.2
-2.138	14.4
-2.143	16.0
-2.149	18.4
-2.154	21.2
-2.159	24.8
-2.165	28.4
-2.170	31.6
-2.175	34.8
-2.181	37.6
-2.186	40.0
-2.191	41.2
-2.197	41.6
-2.202	42.0
-2.207	43.2
-2.213	44.4
-2.218	45.6
-2.223	45.6
-2.229	43.6
-2.234	40.0
-2.240	36.0
-2.245	33.2
-2.250	31.6
-2.256	30.0
-2.261	28.8
-2.266	26.4
-2.272	22.8
-2.277	19.2
-2.282	16.4
-2.288	14.4
-2.293	13.2
-2.298	12.8
-2.304	13.2
-2.309	14.0
-2.314	15.2
-2.320	17.2
-2.325	20.0
-2.330	23.2
-2.336	26.4
-2.341	30.0
-2.346	33.2
-2.352	36.0
-2.357	38.0
-2.362	39.2
-2.368	40.0
-2.373	41.6
-2.378	43.6
-2.384	45.6
-2.389	46.8
-2.394	46.0
-2.400	42.4
-2.405	38.4
-2.410	35.2
-2.416	32.8
-2.421	30.8
-2.426	28.4
-2.432	25.2
-2.437	21.2
-2.442	17.6
-2.448	15.2
-2.453	13.6
-2.458	12.8
-2.464	12.8
-2.469	13.2
-2.474	14.8
-2.480	16.8
-2.485	19.6
-2.490	23.2
-2.496	26.8
-2.501	30.4
-2.506	33.6
-2.512	36.0
-2.517	37.6
-2.522	38.4
-2.528	39.2
-2.533	41.6
-2.538	44.0
-2.544	45.6
-2.549	44.8
-2.554	41.6
-2.560	37.2
-2.565	34.0
-2.570	31.6
-2.576	29.6
-2.581	27.2
-2.586	23.6
-2.592	19.6
-2.597	16.0
-2.602	13.6
-2.608	12.4
-2.613	12.4
-2.619	12.8
-2.624	14.0
-2.629	16.0
-2.635	18.8
-2.640	22.4
-2.645	26.4
-2.651	30.4
-2.656	34.0
-2.661	36.8
-2.667	37.6
-2.672	37.6
-2.677	38.4
-2.683	39.6
-2.688	41.2
-2.693	42.0
-2.699	40.0
-2.704	36.0
-2.709	32.8
-2.715	30.4
-2.720	28.8
-2.725	26.8
-2.731	23.2
-2.736	18.0
-2.741	15.6
-2.747	13.6
-2.752	12.8
-2.757	12.8
-2.763	13.6
-2.768	14.8
-2.773	17.2
-2.779	20.4
-2.784	24.0
-2.789	28.0
-2.795	32.0
-2.800	34.8
-2.805	36.4
-2.811	36.8
-2.816	38.4
-2.821	40.4
-2.827	42.4
-2.832	42.4
-2.837	39.6
-2.843	35.2
-2.848	32.0
-2.853	29.6
-2.859	27.6
-2.864	24.8
-2.869	20.8
-2.875	16.8
-2.880	14.4
-2.885	13.2
-2.891	12.8
-2.896	13.2
-2.901	14.4
-2.907	16.4
-2.912	19.2
-2.917	22.8
-2.923	27.2
-2.928	31.6
-2.933	34.8
-2.939	36.0
-2.944	36.4
-2.949	38.4
-2.955	40.8
-2.960	42.8
-2.965	42.0
-2.971	38.0
-2.976	34.0
-2.981	31.2
-2.987	29.2
-2.992	26.8
-2.997	22.8
-3.003	18.4
-3.008	15.2
-3.013	13.2
-3.019	12.4
-3.024	12.8
-3.029	13.6
-3.035	15.6
-3.040	18.4
-3.045	21.6
-3.051	25.6
-3.056	29.6
-3.061	32.8
-3.067	34.0
-3.072	35.2
-3.077	36.8
-3.083	38.8
-3.088	40.0
-3.093	38.0
-3.099	34.0
-3.104	30.8
-3.109	28.4
-3.115	26.0
-3.120	22.8
-3.125	18.8
-3.131	15.2
-3.136	13.2
-3.141	12.4
-3.147	12.4
-3.152	13.6
-3.157	15.6
-3.163	18.4
-3.168	22.0
-3.173	26.4
-3.179	30.0
-3.184	32.8
-3.189	34.0
-3.195	35.2
-3.200	37.2
-3.205	38.4
-3.211	37.2
-3.216	32.8
-3.221	28.0
-3.227	24.8
-3.232	22.8
-3.237	21.2
-3.243	18.4
-3.248	15.2
-3.253	13.2
-3.259	12.0
-3.264	12.0
-3.269	12.4
-3.275	14.0
-3.280	16.0
-3.285	18.4
-3.291	21.6
-3.296	25.2
-3.301	28.0
-3.306	30.0
-3.312	31.6
-3.317	34.0
-3.322	36.0
-3.328	35.6
-3.333	32.8
-3.338	29.6
-3.344	26.8
-3.349	24.8
-3.354	21.6
-3.360	17.6
-3.365	14.0
-3.370	12.4
-3.376	11.6
-3.381	12.4
-3.386	13.6
-3.392	16.0
-3.397	19.2
-3.402	22.8
-3.408	26.4
