&a  °	I1  %
-3.413	11.2
-3.418	14.4
-3.424	18.4
-3.429	22.0
-3.434	24.4
-3.440	24.0
-3.445	19.2
-3.450	13.6
-3.456	9.6
-3.461	6.8
-3.466	5.2
-3.472	4.4
-3.477	4.0
-3.482	3.6
-3.488	3.6
-3.493	3.6
-3.498	4.0
-3.504	4.8
-3.509	6.0
-3.514	7.6
-3.520	9.6
-3.525	12.4
-3.530	16.0
-3.536	19.2
-3.541	22.0
-3.546	22.8
-3.552	20.0
-3.557	15.2
-3.562	10.8
-3.568	7.6
-3.573	5.6
-3.578	4.8
-3.584	4.0
-3.589	4.0
-3.594	4.0
-3.600	4.0
-3.605	4.0
-3.610	4.8
-3.616	5.6
-3.621	7.2
-3.626	9.6
-3.632	12.4
-3.637	16.0
-3.642	19.2
-3.647	21.2
-3.653	21.2
-3.658	17.6
-3.663	12.8
-3.669	9.2
-3.674	6.8
-3.679	5.2
-3.685	4.4
-3.690	4.0
-3.695	3.6
-3.701	3.6
-3.706	3.6
-3.711	4.0
-3.717	4.8
-3.722	6.4
-3.727	8.4
-3.733	11.2
-3.738	14.4
-3.743	17.6
-3.749	19.6
-3.754	19.6
-3.759	16.8
-3.765	12.4
-3.770	8.8
-3.775	6.4
-3.781	4.8
-3.786	4.0
-3.791	3.6
-3.797	3.2
-3.802	3.2
-3.807	3.6
-3.813	4.0
-3.818	4.8
-3.823	6.0
-3.829	8.0
-3.834	10.8
-3.839	14.0
-3.844	16.8
-3.850	18.0
-3.855	17.2
-3.860	14.0
-3.866	10.0
-3.871	7.2
-3.876	5.6
-3.882	4.4
-3.887	3.6
-3.892	3.2
-3.898	3.2
-3.903	3.2
-3.908	3.6
-3.914	4.0
-3.919	4.8
-3.924	6.4
-3.930	8.4
-3.935	11.2
-3.940	14.0
-3.946	15.6
-3.951	15.6
-3.956	12.8
-3.962	9.6
-3.967	6.8
-3.972	4.8
-3.978	4.0
-3.983	3.2
-3.988	2.8
-3.994	2.8
-3.999	2.8
-4.004	3.2
-4.009	3.6
-4.015	4.8
-4.020	6.4
-4.025	8.4
-4.031	11.2
-4.036	13.6
-4.041	14.4
-4.047	13.2
-4.052	10.4
-4.057	7.6
-4.063	5.6
-4.068	4.4
-4.073	3.6
-4.079	3.2
-4.084	2.8
-4.089	2.8
-4.095	2.8
-4.100	3.2
-4.105	3.6
-4.111	4.8
-4.116	6.4
-4.121	8.4
-4.127	11.2
-4.132	12.8
-4.137	12.4
-4.143	10.0
-4.148	7.2
-4.153	5.2
-4.158	4.4
-4.164	3.6
-4.169	3.2
-4.174	2.8
-4.180	2.8
-4.185	2.8
-4.190	2.8
-4.196	3.2
-4.201	4.4
-4.206	5.6
-4.212	7.6
-4.217	9.6
-4.222	10.8
-4.228	10.4
-4.233	8.4
-4.238	6.0
-4.244	4.4
-4.249	3.6
-4.254	2.8
-4.260	2.4
-4.265	2.4
-4.270	2.0
-4.275	2.0
-4.281	2.4
-4.286	3.2
-4.291	4.0
-4.297	5.2
-4.302	7.2
-4.307	8.8
-4.313	9.2
-4.318	8.0
-4.323	6.0
-4.329	4.4
-4.334	3.2
-4.339	2.4
-4.345	2.0
-4.350	2.0
-4.355	2.0
-4.361	2.0
-4.366	2.4
-4.371	2.8
-4.377	3.2
-4.382	4.4
-4.387	6.0
-4.392	7.6
-4.398	8.0
-4.403	7.2
-4.408	5.6
-4.414	4.0
-4.419	2.8
-4.424	2.4
-4.430	2.0
-4.435	1.6
-4.440	1.6
-4.446	1.6
-4.451	1.6
-4.456	2.0
-4.462	2.8
-4.467	3.6
-4.472	4.8
-4.478	6.0
-4.483	6.4
-4.488	5.6
-4.493	4.4
-4.499	3.2
-4.504	2.4
-4.509	2.0
-4.515	1.6
-4.520	1.6
-4.525	1.6
-4.531	1.6
-4.536	1.6
-4.541	2.0
-4.547	2.4
-4.552	3.2
-4.557	4.0
-4.563	4.8
-4.568	4.8
-4.573	4.0
-4.578	2.8
-4.584	2.0
-4.589	1.6
-4.594	1.2
-4.600	1.2
-4.605	1.2
-4.610	1.2
-4.616	1.2
-4.621	1.6
-4.626	1.6
-4.632	2.0
-4.637	2.8
-4.642	3.2
-4.648	3.6
-4.653	3.2
-4.658	2.4
-4.663	2.0
-4.669	1.6
-4.674	1.2
-4.679	1.2
-4.685	1.2
-4.690	1.2
-4.695	1.2
-4.701	1.2
-4.706	1.2
-4.711	1.6
-4.717	2.0
-4.722	2.4
-4.727	2.4
-4.733	2.0
-4.738	1.6
-4.743	1.2
-4.748	1.2
-4.754	1.2
-4.759	1.2
-4.764	1.2
-4.770	0.8
-4.775	0.8
-4.780	0.8
-4.786	0.8
-4.791	1.2
-4.796	1.6
-4.802	1.6
-4.807	1.6
-4.812	1.2
-4.818	1.2
-4.823	1.2
-4.828	0.8
-4.833	0.8
-4.839	0.8
-4.844	0.8
-4.849	0.8
-4.855	0.8
-4.860	0.8
-4.865	0.8
-4.871	0.8
-4.876	0.8
-4.881	0.8
-4.887	0.8
-4.892	0.8
-4.897	0.8
-4.902	0.8
-4.908	0.8
-4.913	0.8
-4.918	0.8
-4.924	0.8
-4.929	0.8
-4.934	0.8
-4.940	0.8
-4.945	0.8
-4.950	0.8
-4.956	0.8
-4.961	0.8
-4.966	0.8
-4.971	0.8
-4.977	0.8
-4.982	0.4
-4.987	0.4
-4.993	0.4
-4.998	0.4
-5.003	0.4
-5.009	0.4
-5.014	0.4
-5.019	0.4
-5.025	0.4
-5.030	0.4
-5.035	0.4
-5.040	0.4
-5.046	0.4
-5.051	0.4
-5.056	0.4
-5.062	0.4
-5.067	0.4
-5.072	0.4
-5.078	0.4
-5.083	0.4
-5.088	0.4
-5.094	0.4
-5.099	0.4
-5.104	0.4
-5.109	0.4
-5.115	0.4
-5.120	0.4
-5.125	0.4
-5.131	0.4
-5.136	0.4
-5.141	0.4
-5.147	0.4
-5.152	0.4
-5.157	0.4
-5.162	0.4
-5.168	0.4
-5.173	0.4
-5.178	0.4
-5.184	0.4
-5.189	0.4
-5.194	0.4
-5.200	0.4
-5.205	0.4
-5.210	0.4
-5.216	0.4
-5.221	0.4
-5.226	0.4
-5.231	0.4
-5.237	0.4
-5.242	0.4
-5.247	0.4
-5.253	0.4
-5.258	0.4
-5.263	0.4
-5.269	0.4
-5.274	0.4
-5.279	0.4
-5.284	0.4
-5.290	0.4
-5.295	0.4
-5.300	0.4
-5.306	0.4
-5.311	0.4
-5.316	0.4
-5.322	0.4
-5.327	0.4
-5.332	0.4
-5.337	0.4
-5.343	0.4
-5.348	0.4
-5.353	0.4
-5.359	0.4
-5.364	0.4
-5.369	0.4
-5.375	0.4
-5.380	0.4
-5.385	0.4
-5.390	0.4
-5.396	0.4
-5.401	0.4
-5.406	0.4
-5.412	0.4
-5.417	0.4
-5.422	0.4
-5.428	0.4
-5.433	0.4
-5.438	0.4
-5.443	0.4
-5.449	0.4
-5.454	0.4
