5.199	0.005	7.85	0.005	7.85
5.299	0.005	8.05	0.005	8.05
5.399	0.01	8.25	0.01	8.25
5.499	0.005	8.4	0.005	8.4
5.599	0.005	8.6	0.005	8.6
5.699	0.005	8.8	0.005	8.8
5.799	0	8.95	0	8.95
5.899	0	9.2	0	9.2
5.999	0	9.35	0	9.35
6.099	0	9.6	0	9.6
6.199	0	9.75	0	9.75
6.299	0	9.95	0	9.95
6.399	0	10.15	0	10.15
6.499	0	10.35	0	10.35
6.599	0.01	10.5	0.01	10.5
6.699	0.015	10.7	0.015	10.7
6.799	0.03	10.9	0.03	10.9
6.899	0.04	11.1	0.04	11.1
6.999	0.06	11.3	0.06	11.3
7.099	0.07	11.45	0.07	11.45
7.199	0.09	11.65	0.09	11.65
7.299	0.095	11.85	0.095	11.85
7.403	0.1	12.05	0.1	12.05
7.499	0.1	12.25	0.1	12.25
7.599	0.1	12.45	0.1	12.45
7.699	0.09	12.6	0.09	12.6
7.799	0.08	12.8	0.08	12.8
7.9	0.065	13	0.065	13
8	0.06	13.2	0.06	13.2
8.099	0.045	13.4	0.045	13.4
8.2	0.035	13.6	0.035	13.6
8.3	0.025	13.8	0.025	13.8
8.4	0.02	13.95	0.02	13.95
8.5	0.015	14.15	0.015	14.15
8.6	0.015	14.35	0.015	14.35
8.7	0.02	14.5	0.02	14.5
8.8	0.025	14.7	0.025	14.7
8.9	0.035	14.9	0.035	14.9
9	0.055	15.1	0.055	15.1
9.1	0.075	15.3	0.075	15.3
9.2	0.105	15.5	0.105	15.5
9.3	0.135	15.7	0.135	15.7
9.4	0.18	15.9	0.18	15.9
9.5	0.22	16.05	0.22	16.05
9.6	0.265	16.25	0.265	16.25
9.7	0.315	16.45	0.315	16.45
9.8	0.34	16.6	0.34	16.6
9.9	0.34	16.85	0.34	16.85
10	0.315	17	0.315	17
10.1	0.275	17.2	0.275	17.2
10.2	0.235	17.4	0.235	17.4
10.3	0.195	17.6	0.195	17.6
10.4	0.155	17.8	0.155	17.8
10.5	0.125	17.95	0.125	17.95
10.6	0.09	18.15	0.09	18.15
10.7	0.07	18.35	0.07	18.35
10.8	0.045	18.55	0.045	18.55
10.9	0.035	18.7	0.035	18.7
11	0.025	18.95	0.025	18.95
11.1	0.03	19.1	0.03	19.1
11.2	0.04	19.3	0.04	19.3
11.3	0.06	19.5	0.06	19.5
11.401	0.09	19.7	0.09	19.7
11.5	0.13	19.9	0.13	19.9
11.6	0.175	20.05	0.175	20.05
11.7	0.24	20.25	0.24	20.25
11.8	0.3	20.45	0.3	20.45
11.9	0.39	20.65	0.39	20.65
12	0.465	20.85	0.465	20.85
12.1	0.565	21.05	0.565	21.05
12.2	0.635	21.2	0.635	21.2
12.3	0.705	21.4	0.705	21.4
12.4	0.705	21.6	0.705	21.6
12.5	0.66	21.75	0.66	21.75
12.6	0.565	22	0.565	22
12.7	0.47	22.2	0.47	22.2
12.8	0.365	22.4	0.365	22.4
12.9	0.285	22.55	0.285	22.55
13	0.205	22.75	0.205	22.75
13.1	0.155	22.95	0.155	22.95
13.2	0.105	23.15	0.105	23.15
13.3	0.075	23.3	0.075	23.3
13.4	0.055	23.5	0.055	23.5
13.5	0.045	23.7	0.045	23.7
13.6	0.05	23.9	0.05	23.9
13.7	0.075	24.1	0.075	24.1
13.8	0.11	24.3	0.11	24.3
13.9	0.165	24.5	0.165	24.5
14	0.225	24.65	0.225	24.65
14.1	0.31	24.9	0.31	24.9
14.2	0.395	25.05	0.395	25.05
14.3	0.495	25.25	0.495	25.25
14.399	0.635	25.45	0.635	25.45
14.5	0.76	25.6	0.76	25.6
14.6	0.925	25.8	0.925	25.8
14.699	1.045	26	1.045	26
14.799	1.155	26.2	1.155	26.2
14.9	1.195	26.4	1.195	26.4
14.999	1.145	26.55	1.145	26.55
15.099	1.02	26.75	1.02	26.75
15.199	0.84	26.95	0.84	26.95
15.299	0.68	27.15	0.68	27.15
15.399	0.53	27.3	0.53	27.3
15.499	0.375	27.55	0.375	27.55
15.599	0.275	27.7	0.275	27.7
15.699	0.185	27.9	0.185	27.9
15.799	0.135	28.1	0.135	28.1
15.899	0.09	28.3	0.09	28.3
15.999	0.08	28.5	0.08	28.5
16.099	0.08	28.65	0.08	28.65
16.199	0.11	28.85	0.11	28.85
16.299	0.155	29.05	0.155	29.05
16.399	0.225	29.25	0.225	29.25
16.499	0.31	29.4	0.31	29.4
16.599	0.425	29.6	0.425	29.6
16.699	0.545	29.8	0.545	29.8
16.799	0.71	30	0.71	30
16.899	0.86	30.2	0.86	30.2
16.999	1.055	30.4	1.055	30.4
17.099	1.245	30.55	1.245	30.55
17.199	1.445	30.75	1.445	30.75
17.299	1.65	30.95	1.65	30.95
17.399	1.76	31.15	1.76	31.15
17.499	1.77	31.35	1.77	31.35
17.599	1.675	31.5	1.675	31.5
17.699	1.44	31.75	1.44	31.75
17.799	1.22	31.9	1.22	31.9
17.899	0.975	32.1	0.975	32.1
17.999	0.76	32.3	0.76	32.3
18.099	0.575	32.5	0.575	32.5
18.199	0.4	32.65	0.4	32.65
18.299	0.295	32.85	0.295	32.85
18.399	0.2	33.05	0.2	33.05
18.499	0.16	33.25	0.16	33.25
18.599	0.14	33.45	0.14	33.45
18.699	0.155	33.65	0.155	33.65
18.799	0.205	33.85	0.205	33.85
18.899	0.28	34	0.28	34
18.999	0.395	34.2	0.395	34.2
19.099	0.53	34.4	0.53	34.4
19.199	0.685	34.55	0.685	34.55
19.299	0.9	34.8	0.9	34.8
19.399	1.105	34.95	1.105	34.95
19.499	1.375	35.15	1.375	35.15
19.599	1.62	35.35	1.62	35.35
19.699	1.905	35.55	1.905	35.55
19.799	2.145	35.75	2.145	35.75
19.904	2.385	35.9	2.385	35.9
19.999	2.495	36.1	2.495	36.1
20.099	2.475	36.3	2.475	36.3
20.199	2.31	36.5	2.31	36.5
20.299	2.085	36.65	2.085	36.65
20.399	1.765	36.9	1.765	36.9
20.499	1.46	37.05	1.46	37.05
20.599	1.12	37.25	1.12	37.25
20.699	0.875	37.45	0.875	37.45
20.799	0.645	37.65	0.645	37.65
20.899	0.48	37.85	0.48	37.85
20.999	0.365	38	0.365	38
21.099	0.295	38.2	0.295	38.2
21.199	0.27	38.4	0.27	38.4
21.299	0.3	38.6	0.3	38.6
21.399	0.365	38.8	0.365	38.8
21.499	0.48	39	0.48	39
21.599	0.62	39.2	0.62	39.2
21.699	0.835	39.4	0.835	39.4
21.799	1.055	39.55	1.055	39.55
21.899	1.235	39.7	1.235	39.7
21.999	1.235	39.7	1.235	39.7
22.099	1.23	39.7	1.23	39.7
22.199	1.235	39.7	1.235	39.7
22.299	1.235	39.7	1.235	39.7
22.399	1.23	39.7	1.23	39.7
22.499	1.23	39.7	1.23	39.7
22.599	1.235	39.7	1.235	39.7
22.699	1.23	39.7	1.23	39.7
22.799	1.235	39.7	1.235	39.7
22.899	1.235	39.7	1.235	39.7
22.999	1.235	39.7	1.235	39.7
23.099	1.23	39.7	1.23	39.7
