5.299	0.045	6.9	0.045	6.9
5.399	0.05	7.1	0.05	7.1
5.499	0.05	7.25	0.05	7.25
5.599	0.045	7.45	0.045	7.45
5.699	0.045	7.65	0.045	7.65
5.799	0.045	7.85	0.045	7.85
5.899	0.04	8	0.04	8
5.999	0.035	8.2	0.035	8.2
6.099	0.03	8.4	0.03	8.4
6.199	0.03	8.6	0.03	8.6
6.299	0.02	8.8	0.02	8.8
6.399	0.01	8.95	0.01	8.95
6.499	0.01	9.2	0.01	9.2
6.599	0.005	9.35	0.005	9.35
6.699	0.015	9.55	0.015	9.55
6.799	0.01	9.75	0.01	9.75
6.899	0.03	9.95	0.03	9.95
6.999	0.035	10.1	0.035	10.1
7.099	0.06	10.3	0.06	10.3
7.199	0.07	10.5	0.07	10.5
7.299	0.11	10.65	0.11	10.65
7.399	0.13	10.9	0.13	10.9
7.499	0.175	11.1	0.175	11.1
7.599	0.215	11.25	0.215	11.25
7.699	0.27	11.45	0.27	11.45
7.799	0.295	11.65	0.295	11.65
7.899	0.31	11.8	0.31	11.8
8	0.28	12.05	0.28	12.05
8.099	0.26	12.2	0.26	12.2
8.199	0.215	12.4	0.215	12.4
8.299	0.195	12.6	0.195	12.6
8.4	0.15	12.8	0.15	12.8
8.499	0.13	13	0.13	13
8.599	0.095	13.2	0.095	13.2
8.699	0.08	13.35	0.08	13.35
8.799	0.055	13.55	0.055	13.55
8.899	0.05	13.75	0.05	13.75
9	0.04	13.95	0.04	13.95
9.099	0.045	14.15	0.045	14.15
9.199	0.055	14.35	0.055	14.35
9.299	0.08	14.5	0.08	14.5
9.399	0.105	14.75	0.105	14.75
9.499	0.15	14.9	0.15	14.9
9.599	0.195	15.1	0.195	15.1
9.699	0.26	15.3	0.26	15.3
9.799	0.335	15.5	0.335	15.5
9.899	0.425	15.65	0.425	15.65
10	0.525	15.85	0.525	15.85
10.099	0.63	16.05	0.63	16.05
10.199	0.74	16.25	0.74	16.25
10.299	0.84	16.45	0.84	16.45
10.399	0.87	16.65	0.87	16.65
10.499	0.825	16.85	0.825	16.85
10.599	0.73	17	0.73	17
10.699	0.595	17.2	0.595	17.2
10.799	0.49	17.35	0.49	17.35
10.899	0.365	17.6	0.365	17.6
11	0.28	17.75	0.28	17.75
11.099	0.205	17.95	0.205	17.95
11.2	0.15	18.15	0.15	18.15
11.299	0.105	18.35	0.105	18.35
11.399	0.08	18.55	0.08	18.55
11.499	0.065	18.7	0.065	18.7
11.599	0.08	18.9	0.08	18.9
11.699	0.1	19.1	0.1	19.1
11.799	0.15	19.3	0.15	19.3
11.899	0.2	19.5	0.2	19.5
11.999	0.295	19.7	0.295	19.7
12.099	0.385	19.85	0.385	19.85
12.199	0.505	20.05	0.505	20.05
12.299	0.64	20.25	0.64	20.25
12.399	0.79	20.45	0.79	20.45
12.499	0.975	20.65	0.975	20.65
12.599	1.165	20.8	1.165	20.8
12.7	1.385	21.05	1.385	21.05
12.799	1.575	21.2	1.575	21.2
12.899	1.7	21.4	1.7	21.4
12.999	1.695	21.6	1.695	21.6
13.099	1.545	21.8	1.545	21.8
13.2	1.3	22	1.3	22
13.3	1.07	22.15	1.07	22.15
13.4	0.84	22.35	0.84	22.35
13.5	0.625	22.55	0.625	22.55
13.6	0.445	22.75	0.445	22.75
13.7	0.315	22.9	0.315	22.9
13.8	0.225	23.1	0.225	23.1
13.9	0.16	23.3	0.16	23.3
14	0.135	23.5	0.135	23.5
14.1	0.13	23.7	0.13	23.7
14.2	0.17	23.9	0.17	23.9
14.3	0.23	24.1	0.23	24.1
14.4	0.31	24.25	0.31	24.25
14.5	0.435	24.45	0.435	24.45
14.6	0.57	24.65	0.57	24.65
14.7	0.765	24.85	0.765	24.85
14.8	0.96	25.05	0.96	25.05
14.9	1.185	25.2	1.185	25.2
15	1.465	25.4	1.465	25.4
15.1	1.725	25.6	1.725	25.6
15.2	2.045	25.8	2.045	25.8
15.3	2.335	26	2.335	26
15.4	2.62	26.15	2.62	26.15
15.5	2.75	26.35	2.75	26.35
15.6	2.68	26.55	2.68	26.55
15.699	2.455	26.75	2.455	26.75
15.799	2.085	26.95	2.085	26.95
15.899	1.77	27.15	1.77	27.15
15.999	1.41	27.3	1.41	27.3
16.1	1.04	27.5	1.04	27.5
16.199	0.79	27.7	0.79	27.7
16.3	0.56	27.9	0.56	27.9
16.399	0.4	28.05	0.4	28.05
16.499	0.3	28.25	0.3	28.25
16.599	0.255	28.45	0.255	28.45
16.699	0.27	28.65	0.27	28.65
16.799	0.315	28.85	0.315	28.85
16.899	0.41	29	0.41	29
16.999	0.55	29.2	0.55	29.2
17.099	0.72	29.4	0.72	29.4
17.199	0.935	29.6	0.935	29.6
17.299	1.185	29.8	1.185	29.8
17.399	1.505	29.95	1.505	29.95
17.499	1.84	30.15	1.84	30.15
17.599	2.24	30.35	2.24	30.35
17.699	2.635	30.55	2.635	30.55
17.799	3.04	30.7	3.04	30.7
17.899	3.45	30.95	3.45	30.95
17.999	3.78	31.1	3.78	31.1
18.099	3.98	31.3	3.98	31.3
18.199	3.94	31.5	3.94	31.5
18.299	3.685	31.75	3.685	31.75
18.399	3.355	31.9	3.355	31.9
18.499	2.875	32.1	2.875	32.1
18.599	2.39	32.25	2.39	32.25
18.699	1.88	32.45	1.88	32.45
18.799	1.47	32.65	1.47	32.65
18.899	1.15	32.85	1.15	32.85
18.999	0.855	33.05	0.855	33.05
19.099	0.67	33.2	0.67	33.2
19.199	0.56	33.4	0.56	33.4
19.299	0.53	33.6	0.53	33.6
19.399	0.575	33.8	0.575	33.8
19.499	0.685	34	0.685	34
