MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.02	0	-0.02	0
0.1	-0.015	0	-0.015	0
0.199	-0.02	0	-0.02	0
0.3	-0.015	0	-0.015	0
0.399	-0.015	0	-0.015	0
0.499	-0.01	0	-0.01	0
0.599	-0.015	0	-0.015	0
0.699	-0.01	0	-0.01	0
0.799	-0.015	0	-0.015	0
0.899	-0.01	0	-0.01	0
0.999	-0.015	0.05	-0.015	0.05
1.099	-0.01	0.25	-0.01	0.25
1.199	-0.015	0.4	-0.015	0.4
1.299	-0.01	0.6	-0.01	0.6
1.399	-0.015	0.8	-0.015	0.8
1.499	-0.01	1	-0.01	1
1.599	-0.015	1.15	-0.015	1.15
1.699	-0.015	1.35	-0.015	1.35
1.799	-0.015	1.55	-0.015	1.55
1.899	-0.015	1.75	-0.015	1.75
1.999	-0.015	1.95	-0.015	1.95
2.099	-0.015	2.1	-0.015	2.1
2.199	-0.015	2.35	-0.015	2.35
2.299	-0.02	2.5	-0.02	2.5
2.399	-0.015	2.7	-0.015	2.7
2.499	-0.02	2.85	-0.02	2.85
2.599	-0.015	3.05	-0.015	3.05
2.699	-0.02	3.25	-0.02	3.25
2.799	-0.015	3.45	-0.015	3.45
2.9	-0.02	3.65	-0.02	3.65
2.999	-0.015	3.85	-0.015	3.85
3.099	-0.02	4.05	-0.02	4.05
3.199	-0.015	4.2	-0.015	4.2
3.299	-0.02	4.45	-0.02	4.45
3.399	-0.015	4.6	-0.015	4.6
3.499	-0.025	4.8	-0.025	4.8
3.599	-0.015	4.95	-0.015	4.95
3.699	-0.025	5.2	-0.025	5.2
3.799	-0.015	5.35	-0.015	5.35
3.899	-0.025	5.55	-0.025	5.55
3.999	-0.015	5.75	-0.015	5.75
4.099	-0.025	5.9	-0.025	5.9
4.199	-0.01	6.1	-0.01	6.1
4.299	-0.02	6.3	-0.02	6.3
4.399	-0.01	6.5	-0.01	6.5
4.499	-0.015	6.7	-0.015	6.7
4.599	-0.005	6.9	-0.005	6.9
4.699	-0.01	7.1	-0.01	7.1
4.799	-0.005	7.25	-0.005	7.25
4.899	-0.01	7.45	-0.01	7.45
4.999	0	7.65	0	7.65
