MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.02	0	-0.02	0
0.1	-0.025	0	-0.025	0
0.2	-0.025	0	-0.025	0
0.3	-0.02	0	-0.02	0
0.4	-0.02	0	-0.02	0
0.5	-0.025	0	-0.025	0
0.6	-0.02	0	-0.02	0
0.7	-0.02	0	-0.02	0
0.8	-0.02	0	-0.02	0
0.9	-0.02	0	-0.02	0
1	-0.02	0	-0.02	0
1.1	-0.025	0	-0.025	0
1.2	-0.02	0	-0.02	0
1.3	-0.02	0	-0.02	0
1.4	-0.02	0	-0.02	0
1.5	-0.025	0	-0.025	0
1.6	-0.025	0.1	-0.025	0.1
1.7	-0.025	0.3	-0.025	0.3
1.8	-0.025	0.45	-0.025	0.45
1.9	-0.025	0.65	-0.025	0.65
2	-0.025	0.85	-0.025	0.85
2.1	-0.02	1.05	-0.02	1.05
2.2	-0.025	1.25	-0.025	1.25
2.3	-0.02	1.45	-0.02	1.45
2.4	-0.025	1.6	-0.025	1.6
2.5	-0.02	1.8	-0.02	1.8
2.6	-0.025	2	-0.025	2
2.7	-0.02	2.15	-0.02	2.15
2.799	-0.025	2.4	-0.025	2.4
2.899	-0.02	2.55	-0.02	2.55
3	-0.025	2.75	-0.025	2.75
3.1	-0.02	2.95	-0.02	2.95
3.199	-0.025	3.15	-0.025	3.15
3.299	-0.02	3.35	-0.02	3.35
3.399	-0.025	3.5	-0.025	3.5
3.499	-0.015	3.7	-0.015	3.7
3.599	-0.025	3.9	-0.025	3.9
3.699	-0.02	4.1	-0.02	4.1
3.803	-0.02	4.25	-0.02	4.25
3.899	-0.02	4.5	-0.02	4.5
3.999	-0.02	4.65	-0.02	4.65
4.099	-0.015	4.85	-0.015	4.85
4.199	-0.02	5.05	-0.02	5.05
4.299	-0.015	5.25	-0.015	5.25
4.399	-0.02	5.45	-0.02	5.45
4.499	-0.015	5.6	-0.015	5.6
4.599	-0.02	5.8	-0.02	5.8
4.699	-0.015	6	-0.015	6
4.799	-0.015	6.2	-0.015	6.2
4.899	-0.015	6.4	-0.015	6.4
4.999	-0.015	6.55	-0.015	6.55
5.099	-0.01	6.75	-0.01	6.75
