&a / °	I1 / %
4.068	3.2
4.063	3.2
4.057	3.2
4.052	3.6
4.047	3.6
4.041	3.6
4.036	3.6
4.031	3.6
4.025	3.6
4.020	3.6
4.015	3.6
4.009	3.6
4.004	3.6
3.999	3.6
3.994	3.6
3.988	4.0
3.983	4.0
3.978	4.0
3.972	4.0
3.967	4.0
3.962	4.0
3.956	4.4
3.951	4.8
3.946	5.2
3.940	5.2
3.935	4.8
3.930	4.8
3.924	4.8
3.919	5.2
3.914	5.2
3.908	4.8
3.903	4.4
3.898	4.4
3.892	4.4
3.887	4.8
3.882	5.2
3.876	5.6
3.871	5.6
3.866	5.6
3.860	6.0
3.855	6.4
3.850	6.8
3.844	6.8
3.839	6.8
3.834	6.4
3.829	6.4
3.823	6.4
3.818	6.8
3.813	6.4
3.807	6.0
3.802	5.6
3.797	5.6
3.791	6.0
3.786	6.8
3.781	7.6
3.775	8.0
3.770	7.6
3.765	7.6
3.759	8.0
3.754	8.8
3.749	9.6
3.743	10.0
3.738	9.6
3.733	8.8
3.727	8.4
3.722	8.4
3.717	8.8
3.711	8.4
3.706	8.0
3.701	7.2
3.695	6.8
3.690	7.2
3.685	7.6
3.679	8.4
3.674	9.2
3.669	9.2
3.663	9.2
3.658	9.6
3.653	10.4
3.647	11.6
3.642	12.4
3.637	12.0
3.632	11.2
3.626	10.4
3.621	10.4
3.616	10.4
3.610	10.4
3.605	9.6
3.600	8.8
3.594	8.4
3.589	8.4
3.584	8.8
3.578	9.2
3.573	10.0
3.568	10.4
3.562	10.4
3.557	10.8
3.552	11.6
3.546	12.8
3.541	14.0
3.536	14.8
3.530	14.4
3.525	13.6
3.520	12.8
3.514	12.4
3.509	12.4
3.504	12.4
3.498	12.0
3.493	11.2
3.488	10.4
3.482	10.0
3.477	10.4
3.472	10.8
3.466	11.6
3.461	12.0
3.456	12.4
3.450	12.8
3.445	13.6
3.440	14.8
3.434	15.6
3.429	16.4
3.424	16.8
3.418	16.4
3.413	16.0
3.408	15.2
3.402	14.8
3.397	14.8
3.392	14.4
3.386	13.6
3.381	12.4
3.376	11.6
3.370	11.6
3.365	12.0
3.360	12.8
3.354	13.2
3.349	13.6
3.344	14.0
3.338	14.8
3.333	15.6
3.328	17.2
3.322	18.4
3.317	18.4
3.312	18.0
3.306	17.6
3.301	17.2
3.296	16.8
3.291	16.8
3.285	16.4
3.280	15.6
3.275	14.4
3.269	12.8
3.264	11.6
3.259	10.8
3.253	10.8
3.248	10.8
3.243	11.6
3.237	12.0
3.232	12.8
3.227	13.6
3.221	15.2
3.216	16.8
3.211	18.4
3.205	20.0
3.200	20.4
3.195	20.4
3.189	20.0
3.184	19.2
3.179	18.8
3.173	18.8
3.168	18.8
3.163	18.0
3.157	16.8
3.152	15.2
3.147	14.0
3.141	13.2
3.136	13.2
3.131	14.4
3.125	15.6
3.120	16.0
3.115	16.4
3.109	16.8
3.104	17.2
3.099	18.0
3.093	20.0
3.088	21.6
3.083	22.8
3.077	22.8
3.072	22.4
3.067	21.2
3.061	20.4
3.056	20.0
3.051	20.0
3.045	20.0
3.040	19.2
3.035	18.0
3.029	16.4
3.024	14.8
3.019	14.0
3.013	14.0
3.008	14.8
3.003	15.6
2.997	16.8
2.992	17.2
2.987	17.6
2.981	17.6
2.976	18.0
2.971	19.6
2.965	22.0
2.960	24.0
2.955	24.8
2.949	24.0
2.944	22.8
2.939	21.6
2.933	20.4
2.928	20.4
2.923	20.8
2.917	20.8
2.912	20.0
2.907	18.4
2.901	16.8
2.896	15.2
2.891	14.0
2.885	13.6
2.880	14.4
2.875	15.6
2.869	17.2
2.864	18.0
2.859	18.4
2.853	18.4
2.848	18.4
2.843	18.8
2.837	20.4
2.832	23.2
2.827	25.6
2.821	26.4
2.816	26.0
2.811	24.4
2.805	22.4
2.800	20.8
2.795	20.4
2.789	21.2
2.784	21.6
2.779	20.8
2.773	18.8
2.768	16.8
2.763	14.8
2.757	13.2
2.752	12.8
2.747	13.2
2.741	14.4
2.736	17.6
2.731	18.4
2.725	18.8
2.720	18.8
2.715	18.0
2.709	17.6
2.704	18.0
2.699	20.0
2.693	23.6
2.688	26.4
2.683	27.6
2.677	26.4
2.672	24.8
2.667	22.4
2.661	20.8
2.656	20.0
2.651	20.8
2.645	22.0
2.640	22.4
2.635	21.6
2.629	19.6
2.624	17.6
2.619	15.6
2.613	14.4
2.608	13.6
2.602	14.0
2.597	15.6
2.592	17.6
2.586	19.6
2.581	20.8
2.576	20.8
2.570	20.0
2.565	19.2
2.560	19.2
2.554	20.4
2.549	23.6
2.544	27.6
2.538	30.0
2.533	30.0
2.528	28.4
2.522	25.6
2.517	22.8
2.512	20.8
2.506	20.4
2.501	21.6
2.496	23.2
2.490	24.0
2.485	23.2
2.480	20.8
2.474	18.4
2.469	16.4
2.464	14.8
2.458	13.6
2.453	13.6
2.448	14.8
2.442	16.4
2.437	18.4
2.432	20.0
2.426	20.8
2.421	20.8
2.416	20.4
2.410	20.0
2.405	19.6
2.400	20.8
2.394	23.2
2.389	27.2
2.384	30.8
2.378	32.0
2.373	30.8
2.368	28.4
2.362	25.2
2.357	22.4
2.352	20.8
2.346	20.8
2.341	22.0
2.336	24.0
2.330	25.2
2.325	24.4
2.320	22.4
2.314	19.6
2.309	17.2
2.304	15.2
2.298	14.0
2.293	13.6
2.288	14.0
2.282	15.2
2.277	17.6
2.272	20.4
2.266	22.4
2.261	23.2
2.256	22.8
2.250	22.0
2.245	20.8
2.240	20.0
2.234	20.4
2.229	22.4
2.223	26.0
2.218	30.4
2.213	33.2
2.207	33.6
2.202	31.6
2.197	28.8
2.191	25.2
2.186	22.4
2.181	20.8
2.175	20.4
2.170	21.2
2.165	23.2
2.159	24.8
2.154	25.6
2.149	24.4
2.143	22.0
2.138	19.2
2.133	16.8
2.127	15.2
2.122	14.0
2.117	13.6
2.111	13.6
2.106	14.8
2.101	17.2
2.095	20.0
2.090	22.8
2.085	24.4
2.079	24.4
2.074	23.6
2.069	22.4
2.063	21.2
2.058	20.4
2.053	20.8
2.047	22.4
2.042	26.0
2.037	30.8
2.031	34.8
2.026	36.0
2.021	34.8
2.015	31.6
2.010	28.0
2.005	24.8
1.999	22.0
1.994	20.8
1.989	20.8
1.983	22.0
1.978	24.4
1.972	26.4
1.967	27.2
1.962	26.4
1.956	23.6
1.951	20.8
1.946	18.0
1.940	16.0
1.935	14.4
1.930	13.6
1.924	13.2
1.919	13.6
1.914	14.8
1.908	16.4
1.903	19.2
1.898	22.0
1.892	24.0
1.887	25.2
1.882	25.2
1.876	24.4
1.871	23.2
1.866	22.0
1.860	21.2
1.855	21.2
1.850	22.0
1.844	24.4
1.839	28.0
1.834	32.8
1.828	36.4
1.823	37.6
1.818	36.4
1.812	33.6
1.807	30.0
1.802	26.4
1.796	23.2
1.791	21.2
1.786	20.4
1.780	20.8
1.775	22.8
1.769	25.6
1.764	28.0
1.759	29.6
1.753	28.8
1.748	26.8
1.743	24.0
1.737	20.8
1.732	18.0
1.727	16.0
1.721	14.8
1.716	14.0
1.711	13.6
1.705	13.6
1.700	14.0
1.695	15.6
1.689	17.6
1.684	20.4
1.679	23.2
1.673	25.2
1.668	26.4
1.663	26.4
1.657	25.6
1.652	24.4
1.647	23.2
1.641	22.4
1.636	21.6
1.631	21.2
1.625	22.0
1.620	24.0
1.615	27.2
1.609	31.6
1.604	36.4
1.599	40.0
1.593	40.8
1.588	39.2
1.582	36.0
1.577	32.4
1.572	28.4
1.566	25.2
1.561	22.8
1.556	21.2
1.550	20.4
1.545	21.2
1.540	22.8
1.534	25.6
1.529	28.4
1.524	30.8
1.518	31.6
1.513	30.8
1.508	28.4
1.502	25.2
1.497	22.0
1.492	19.2
1.486	16.8
1.481	15.2
1.476	14.0
1.470	13.2
1.465	12.8
1.460	13.2
1.454	13.6
1.449	14.8
1.444	16.0
1.438	18.0
1.433	20.8
1.428	23.6
1.422	26.4
1.417	28.0
1.411	28.8
1.406	28.4
1.401	27.6
1.395	26.4
1.390	24.8
1.385	23.6
1.379	22.4
1.374	21.6
1.369	21.6
1.363	22.0
1.358	23.2
1.353	25.2
1.347	28.8
1.342	33.6
1.337	38.0
1.331	41.6
1.326	43.2
1.321	42.8
1.315	40.4
1.310	36.8
1.305	32.8
1.299	29.2
1.294	26.0
1.289	24.0
1.283	22.0
1.278	21.2
1.273	20.8
1.267	21.2
1.262	22.4
1.256	24.4
1.251	26.8
1.246	29.2
1.240	31.2
1.235	32.4
1.230	32.4
1.224	31.2
1.219	28.8
1.214	26.0
1.208	23.2
1.203	20.8
1.198	18.8
1.192	17.2
1.187	16.0
1.182	15.2
1.176	14.4
1.171	14.0
1.166	13.6
1.160	13.6
1.155	14.0
1.150	14.4
1.144	15.2
1.139	16.4
1.134	18.0
1.128	20.0
1.123	22.4
1.118	24.8
1.112	26.8
1.107	28.4
1.101	29.2
1.096	29.2
1.091	28.8
1.085	28.4
1.080	27.6
1.075	26.4
1.069	25.6
1.064	24.4
1.059	23.6
1.053	22.8
1.048	22.0
1.043	22.0
1.037	22.0
1.032	23.2
1.027	24.8
1.021	27.2
1.016	30.4
1.011	34.0
1.005	38.0
1.000	41.6
0.995	44.4
0.989	46.0
0.984	46.4
0.979	45.6
0.973	43.6
0.968	40.8
0.962	37.6
0.957	34.4
0.952	31.6
0.946	28.8
0.941	26.4
0.936	24.8
0.930	23.6
0.925	22.8
0.920	22.0
0.914	21.2
0.909	20.8
0.904	20.4
0.898	20.4
0.893	20.8
0.888	22.0
0.882	24.4
0.877	27.6
0.872	30.4
0.866	32.8
0.861	34.8
0.856	35.6
0.850	35.2
0.845	33.6
0.840	31.6
0.834	29.6
0.829	27.2
0.823	25.2
0.818	22.8
0.813	20.8
0.807	19.2
0.802	18.0
0.797	16.8
0.791	16.0
0.786	15.2
0.781	14.8
0.775	14.4
0.770	14.0
0.765	14.0
0.759	14.0
0.754	14.0
0.749	14.0
0.743	14.0
0.738	14.4
0.733	14.8
0.727	15.6
0.722	16.4
0.717	17.2
0.711	18.4
0.706	19.6
0.701	21.2
0.695	22.8
0.690	24.4
0.684	25.6
0.679	27.2
0.674	28.4
0.668	29.6
0.663	30.4
0.658	31.2
0.652	31.2
0.647	31.2
0.642	31.2
0.636	30.8
0.631	30.4
0.626	30.0
0.620	29.6
0.615	28.8
0.610	28.0
0.604	27.2
0.599	26.4
0.594	26.0
0.588	25.6
0.583	24.8
0.578	24.0
0.572	23.6
0.567	23.2
0.561	23.2
0.556	23.2
0.551	23.6
0.545	24.0
0.540	24.4
0.535	24.8
0.529	25.6
0.524	26.0
0.519	26.4
0.513	26.4
0.508	27.2
0.503	28.0
0.497	29.2
0.492	30.8
0.487	33.6
0.481	36.0
0.476	38.0
0.471	39.6
0.465	41.2
0.460	42.4
0.455	43.2
0.449	43.6
0.444	44.0
0.438	44.8
0.433	45.6
0.428	46.0
0.422	46.8
0.417	46.8
0.412	46.4
0.406	45.6
0.401	44.8
0.396	43.6
0.390	42.4
0.385	41.2
0.380	40.0
0.374	38.4
0.369	37.2
0.364	36.0
0.358	34.4
0.353	32.8
0.348	31.6
0.342	30.8
0.337	30.0
0.332	29.2
0.326	28.8
0.321	28.0
0.316	27.2
0.310	26.4
0.305	26.0
0.299	25.6
0.294	25.2
0.289	24.8
0.283	24.4
0.278	24.0
0.273	23.6
0.267	23.6
0.262	23.6
0.257	23.6
0.251	23.2
0.246	23.2
0.241	23.2
0.235	23.2
0.230	23.2
0.225	22.8
0.219	22.4
0.214	22.4
0.209	22.4
0.203	22.4
0.198	22.8
0.193	23.2
0.187	24.0
0.182	24.8
0.176	25.6
0.171	26.0
0.166	26.8
0.160	27.2
0.155	27.6
0.150	27.6
0.144	28.0
0.139	28.4
0.134	28.8
0.128	29.2
0.123	29.6
0.118	29.6
0.112	30.0
0.107	30.4
0.102	30.4
0.096	30.8
0.091	31.2
0.086	31.2
0.080	31.2
0.075	31.2
0.070	31.2
0.064	31.6
0.059	31.6
0.053	32.0
0.048	32.0
0.043	32.0
0.037	32.4
0.032	32.4
0.027	32.4
0.021	32.4
0.016	32.8
0.011	32.8
0.005	32.8
0.000	33.2
-0.005	33.2
-0.011	33.2
-0.016	33.2
-0.021	33.2
-0.027	33.2
-0.032	33.2
-0.037	33.2
-0.043	33.2
-0.048	33.2
-0.053	33.2
-0.059	32.8
-0.064	32.8
-0.070	32.8
-0.075	32.4
-0.080	32.0
-0.086	32.0
-0.091	32.0
-0.096	31.6
-0.102	31.2
-0.107	30.8
-0.112	30.8
-0.118	30.8
-0.123	30.8
-0.128	30.8
-0.134	30.8
-0.139	30.8
-0.144	30.4
-0.150	30.0
-0.155	29.6
-0.160	29.2
-0.166	29.2
-0.171	28.8
-0.176	28.8
-0.182	28.8
-0.187	28.4
-0.193	28.4
-0.198	28.4
-0.203	28.0
-0.209	27.6
-0.214	27.2
-0.219	26.8
-0.225	26.8
-0.230	26.4
-0.235	26.0
-0.241	26.0
-0.246	26.0
-0.251	26.0
-0.257	26.0
-0.262	26.0
-0.267	26.0
-0.273	26.0
-0.278	26.4
-0.283	26.4
-0.289	26.8
-0.294	27.2
-0.299	27.6
-0.305	28.0
-0.310	28.8
-0.316	29.2
-0.321	30.0
-0.326	30.8
-0.332	31.6
-0.337	32.4
-0.342	33.2
-0.348	34.0
-0.353	34.8
-0.358	35.6
-0.364	36.4
-0.369	37.2
-0.374	38.0
-0.380	38.8
-0.385	40.0
-0.390	40.8
-0.396	41.6
-0.401	42.0
-0.406	42.4
-0.412	43.2
-0.417	43.6
-0.422	44.0
-0.428	44.4
-0.433	44.8
-0.438	45.2
-0.444	45.2
-0.449	45.2
-0.455	44.8
-0.460	44.8
-0.465	44.4
-0.471	44.4
-0.476	44.0
-0.481	43.2
-0.487	42.0
-0.492	41.2
-0.497	40.4
-0.503	40.4
-0.508	40.4
-0.513	39.6
-0.519	39.2
-0.524	38.4
-0.529	37.2
-0.535	36.0
-0.540	34.8
-0.545	33.6
-0.551	32.4
-0.556	31.6
-0.561	30.8
-0.567	30.0
-0.572	29.6
-0.578	29.2
-0.583	28.8
-0.588	28.8
-0.594	28.8
-0.599	28.8
-0.604	28.8
-0.610	29.2
-0.615	29.2
-0.620	29.2
-0.626	29.6
-0.631	29.6
-0.636	29.6
-0.642	30.0
-0.647	30.0
-0.652	30.0
-0.658	30.0
-0.663	29.6
-0.668	29.2
-0.674	28.8
-0.679	28.8
-0.684	28.0
-0.690	27.6
-0.695	27.2
-0.701	26.8
-0.706	26.0
-0.711	25.6
-0.717	24.8
-0.722	24.0
-0.727	23.6
-0.733	22.8
-0.738	22.0
-0.743	21.2
-0.749	20.4
-0.754	19.6
-0.759	18.8
-0.765	18.4
-0.770	18.0
-0.775	18.0
-0.781	18.0
-0.786	18.4
-0.791	18.8
-0.797	19.6
-0.802	20.4
-0.807	21.2
-0.813	22.4
-0.818	23.6
-0.823	24.4
-0.829	25.6
-0.834	26.4
-0.840	27.6
-0.845	28.8
-0.850	29.6
-0.856	30.4
-0.861	31.2
-0.866	32.0
-0.872	32.8
-0.877	33.2
-0.882	33.6
-0.888	33.6
-0.893	33.6
-0.898	33.2
-0.904	33.2
-0.909	32.8
-0.914	32.4
-0.920	31.6
-0.925	30.8
-0.930	30.8
-0.936	30.8
-0.941	31.6
-0.946	32.4
-0.952	33.6
-0.957	35.2
-0.962	36.8
-0.968	38.4
-0.973	39.2
-0.979	40.0
-0.984	41.2
-0.989	42.0
-0.995	42.4
-1.000	42.4
-1.005	42.4
-1.011	42.4
-1.016	42.0
-1.021	41.6
-1.027	40.8
-1.032	40.0
-1.037	38.8
-1.043	37.6
-1.048	36.0
-1.053	34.4
-1.059	32.8
-1.064	31.6
-1.069	30.8
-1.075	30.0
-1.080	29.6
-1.085	29.6
-1.091	29.6
-1.096	29.6
-1.101	29.2
-1.107	28.8
-1.112	28.4
-1.118	28.0
-1.123	27.6
-1.128	26.8
-1.134	26.0
-1.139	25.2
-1.144	24.0
-1.150	22.8
-1.155	21.6
-1.160	20.4
-1.166	19.6
-1.171	19.2
-1.176	18.8
-1.182	18.8
-1.187	19.2
-1.192	20.0
-1.198	21.2
-1.203	22.4
-1.208	23.6
-1.214	24.8
-1.219	26.0
-1.224	27.2
-1.230	28.4
-1.235	29.6
-1.240	30.8
-1.246	31.6
-1.251	32.4
-1.256	32.8
-1.262	33.2
-1.267	33.2
-1.273	33.2
-1.278	32.8
-1.283	32.4
-1.289	32.4
-1.294	32.8
-1.299	34.0
-1.305	35.2
-1.310	36.4
-1.315	37.6
-1.321	38.8
-1.326	39.6
-1.331	40.0
-1.337	40.4
-1.342	40.8
-1.347	41.2
-1.353	41.2
-1.358	40.8
-1.363	39.6
-1.369	38.0
-1.374	35.6
-1.379	33.2
-1.385	31.6
-1.390	30.4
-1.395	29.6
-1.401	29.2
-1.406	28.8
-1.411	28.8
-1.417	28.8
-1.422	28.0
-1.428	27.6
-1.433	26.8
-1.438	26.0
-1.444	25.2
-1.449	24.4
-1.454	23.2
-1.460	22.0
-1.465	20.8
-1.470	20.0
-1.476	19.6
-1.481	20.0
-1.486	20.4
-1.492	21.6
-1.497	22.8
-1.502	24.4
-1.508	26.0
-1.513	27.2
-1.518	28.8
-1.524	30.0
-1.529	31.6
-1.534	32.8
-1.540	33.2
-1.545	33.6
-1.550	33.2
-1.556	32.4
-1.561	32.0
-1.566	32.0
-1.572	32.8
-1.577	34.4
-1.582	36.0
-1.588	37.6
-1.593	38.8
-1.599	40.0
-1.604	40.4
-1.609	40.8
-1.615	40.8
-1.620	40.4
-1.625	39.6
-1.631	37.6
-1.636	34.8
-1.641	32.4
-1.647	30.4
-1.652	29.6
-1.657	28.8
-1.663	28.4
-1.668	28.4
-1.673	28.4
-1.679	28.0
-1.684	27.2
-1.689	26.4
-1.695	25.6
-1.700	24.4
-1.705	22.8
-1.711	21.2
-1.716	20.0
-1.721	19.6
-1.727	20.0
-1.732	21.2
-1.737	22.8
-1.743	24.8
-1.748	26.8
-1.753	28.4
-1.759	29.6
-1.764	30.8
-1.769	31.6
-1.775	32.4
-1.780	32.8
-1.786	32.8
-1.791	32.4
-1.796	32.4
-1.802	33.2
-1.807	34.8
-1.812	36.4
-1.818	38.0
-1.823	39.6
-1.828	40.4
-1.834	41.2
-1.839	41.6
-1.844	41.6
-1.850	40.0
-1.855	37.2
-1.860	34.4
-1.866	32.0
-1.871	30.4
-1.876	29.6
-1.882	29.2
-1.887	28.8
-1.892	28.4
-1.898	27.6
-1.903	26.8
-1.908	26.0
-1.914	24.8
-1.919	22.8
-1.924	20.8
-1.930	20.0
-1.935	19.6
-1.940	20.4
-1.946	22.0
-1.951	24.0
-1.956	26.0
-1.962	28.4
-1.967	30.0
-1.972	31.6
-1.978	32.8
-1.983	33.2
-1.989	32.8
-1.994	32.0
-1.999	31.6
-2.005	32.4
-2.010	34.0
-2.015	36.0
-2.021	38.0
-2.026	39.6
-2.031	40.4
-2.037	40.8
-2.042	40.4
-2.047	38.8
-2.053	36.0
-2.058	32.8
-2.063	30.4
-2.069	29.2
-2.074	28.4
-2.079	28.4
-2.085	28.4
-2.090	28.0
-2.095	27.2
-2.101	26.0
-2.106	24.4
-2.111	22.4
-2.117	20.4
-2.122	19.6
-2.127	19.6
-2.133	20.8
-2.138	22.4
-2.143	24.8
-2.149	27.2
-2.154	29.6
-2.159	31.2
-2.165	32.4
-2.170	32.8
-2.175	32.0
-2.181	31.2
-2.186	31.2
-2.191	32.0
-2.197	34.0
-2.202	36.4
-2.207	38.4
-2.213	40.0
-2.218	41.2
-2.223	40.4
-2.229	37.6
-2.234	33.6
-2.240	30.4
-2.245	28.4
-2.250	27.6
-2.256	27.6
-2.261	28.0
-2.266	28.0
-2.272	27.2
-2.277	26.0
-2.282	24.0
-2.288	21.6
-2.293	19.6
-2.298	18.8
-2.304	19.2
-2.309	20.8
-2.314	23.2
-2.320	26.0
-2.325	28.4
-2.330	30.4
-2.336	31.6
-2.341	31.6
-2.346	30.4
-2.352	29.2
-2.357	29.6
-2.362	30.8
-2.368	33.6
-2.373	36.8
-2.378	39.6
-2.384	41.2
-2.389	41.6
-2.394	39.6
-2.400	35.6
-2.405	32.0
-2.410	29.6
-2.416	28.4
-2.421	28.4
-2.426	28.4
-2.432	28.0
-2.437	26.8
-2.442	24.8
-2.448	22.4
-2.453	20.0
-2.458	18.8
-2.464	18.8
-2.469	20.4
-2.474	22.8
-2.480	25.2
-2.485	28.0
-2.490	30.0
-2.496	31.2
-2.501	30.8
-2.506	29.6
-2.512	28.4
-2.517	29.2
-2.522	31.2
-2.528	34.4
-2.533	37.6
-2.538	40.0
-2.544	40.8
-2.549	38.4
-2.554	34.0
-2.560	30.4
-2.565	28.0
-2.570	27.2
-2.576	27.2
-2.581	27.2
-2.586	26.8
-2.592	25.6
-2.597	23.2
-2.602	20.0
-2.608	18.4
-2.613	18.0
-2.619	18.8
-2.624	20.8
-2.629	23.6
-2.635	26.4
-2.640	28.8
-2.645	30.4
-2.651	30.0
-2.656	29.2
-2.661	28.8
-2.667	29.6
-2.672	31.6
-2.677	34.0
-2.683	36.0
-2.688	38.0
-2.693	37.2
-2.699	33.6
-2.704	29.6
-2.709	27.2
-2.715	26.0
-2.720	26.0
-2.725	26.0
-2.731	26.4
-2.736	25.6
-2.741	22.8
-2.747	20.0
-2.752	18.4
-2.757	18.4
-2.763	20.0
-2.768	22.4
-2.773	25.2
-2.779	28.0
-2.784	30.0
-2.789	30.0
-2.795	28.8
-2.800	28.0
-2.805	28.8
-2.811	30.8
-2.816	34.0
-2.821	37.2
-2.827	38.8
-2.832	37.2
-2.837	32.8
-2.843	28.8
-2.848	26.4
-2.853	25.6
-2.859	25.6
-2.864	25.6
-2.869	25.2
-2.875	23.2
-2.880	20.4
-2.885	18.8
-2.891	18.4
-2.896	19.2
-2.901	21.2
-2.907	24.0
-2.912	26.8
-2.917	29.2
-2.923	29.6
-2.928	28.4
-2.933	28.0
-2.939	28.8
-2.944	31.2
-2.949	34.8
-2.955	38.0
-2.960	38.8
-2.965	36.0
-2.971	31.2
-2.976	27.6
-2.981	26.0
-2.987	25.6
-2.992	26.0
-2.997	26.0
-3.003	24.4
-3.008	21.6
-3.013	19.2
-3.019	18.0
-3.024	18.4
-3.029	20.4
-3.035	22.8
-3.040	25.6
-3.045	27.6
-3.051	28.0
-3.056	27.2
-3.061	26.8
-3.067	28.0
-3.072	30.4
-3.077	33.2
-3.083	35.6
-3.088	35.2
-3.093	31.6
-3.099	27.6
-3.104	25.2
-3.109	24.4
-3.115	24.4
-3.120	24.4
-3.125	23.2
-3.131	20.8
-3.136	18.4
-3.141	17.6
-3.147	18.0
-3.152	19.6
-3.157	22.4
-3.163	25.6
-3.168	27.6
-3.173	28.0
-3.179	26.8
-3.184	26.4
-3.189	28.0
-3.195	30.8
-3.200	34.0
-3.205	34.8
-3.211	32.0
-3.216	27.2
-3.221	23.6
-3.227	21.6
-3.232	21.2
-3.237	21.6
-3.243	21.6
-3.248	20.4
-3.253	18.4
-3.259	17.2
-3.264	16.8
-3.269	17.6
-3.275	19.2
-3.280	21.2
-3.285	22.4
-3.291	22.8
-3.296	23.2
-3.301	24.0
-3.306	26.0
-3.312	28.8
-3.317	31.2
-3.322	32.0
-3.328	30.0
-3.333	26.8
-3.338	24.4
-3.344	23.2
-3.349	22.8
-3.354	22.8
-3.360	21.6
-3.365	19.2
-3.370	17.2
-3.376	16.8
-3.381	17.6
-3.386	19.6
-3.392	22.0
-3.397	24.0
-3.402	25.2
-3.408	24.8
-3.413	24.8
-3.418	26.0
-3.424	28.4
-3.429	30.0
